prediction,ground_truth,filename
"redução será compensada pelo maior número de Hlespectadores. Ademais, segundo","redução será compensada pelo maior número de telespectadores. Ademais, segundo",0248-040-03-04.txt
"Cnatótila, os seres humanos só conseguem depreender aquilo que vs venciam de","Aristóteles, os seres humanos só conseguem depreender aquilo que vivenciam de",0248-040-03-05.txt
"frma concreta. Assim, reduzr a capitalização por esaticulo exclido é essencila","forma concreta Assim, reduzir a capitalização por espetáculo exibido é essencial,",0248-040-03-06.txt
para que a democratização --dese eputcioado-- se efativ.,para que a democratização --desse espetáculo-- se efetive.,0248-040-03-07.txt
Em suma pacesso ao cinema por todos os brasileiros precisa ser concitizado. Pe,"Em suma, ##o## acesso ao cinema por todos os brasileiros precisa ser concretizado. Pri-",0248-040-04-01.txt
"meiamente, o Governo Federal deve construir nerras salas de reprodução de filmes","meiramente, o Governo Federal deve construir novas salas de reprodução de filmes",0248-040-04-02.txt
"ção inverior dos estados, por intermédio de parceria com os centros de cultura, para que","no interior dos estados, por intermédio de parceria com os centros de cultura, para que",0248-040-04-03.txt
"--x- - o-igigam em exolhidos e, com isso, a população de renda mais bauxa não -xx--","##os## --xxx-- locais sejam bem escolhidos e, com isso, a população de renda mais baixa não --xxx--",0248-040-04-04.txt
"pracise de grander deslocamentes, para assinter a um filme. Além disso, os próprios cine-","precise de grandes deslocamentos para assistir a um filme. Além disso, os próprios cine-",0248-040-04-05.txt
mas devem reduzir os custos ##a## --- a  a  a a a a e e,"mas devem reduzir os custos ##de## --por-- cada sessão, por meio de promoções, que atraiam um",0248-040-04-06.txt
"maior número de pessoas, --x-co intuito de que a dimiguição dos preços seja campon-","maior número de pessoas, --xxx-- com o intuito de que a diminuição dos preços seja compen-",0248-040-04-07.txt
sada e assim --x- ensibilidade será democatizado ##e a- a o o rasil.,"sada e, assim, --xxx-- a acessibilidade será democratizada ##em## --a todos os-- todo o Brasil.",0248-040-04-08.txt
"A AIDo é uma donça vencualmente Danomissal, causado pelo não 1IXI Qucando a eposamen","A AIDS é uma doença sexualmente transmissível, causada pelo vírus HIV. Quando a epidemia",0522-022-01-01.txt
comseçar muitas movram em decrnia dea esso doença prse o o deiatuais.no Beal ge-,começou muitas morreram em decorrêcia dela e essa doença persiste até os dias atuais. No Brasil --ope--,0522-022-01-02.txt
--a-d )s p readaemnto S) das ecalas públicas no tem proelo sobas educação sexual e ess em,--rar 80%)-- aproximadamente 80% das escolas públicas não têm projetos sobre educação sexual e esse tema,0522-022-01-03.txt
também é poico desulado no ambinte familar por medo dos país de que seu filhos comsurem a vodo e,também é pouco discutido no ambiente familiar por medo dos pais de que seus filhos comecem a vida se-,0522-022-01-04.txt
"ruial pricoremet. Enbora esso temor para ser comprendido, a falto de educação sexual faz com que o","xual precocemente. Embora esse temor possa ser comprendido, a falta de educação sexual faz com que o",0522-022-01-05.txt
"númer de casso dM Dhnumente na paí, com entre as foras, uma vez que le desenformação por por-","número de casos de AlDS aumente no país, --(um)-- entre os jovens, uma vez que há desinformação por par-",0522-022-01-06.txt
o oato quando no iso de pesenado e uma falar solea de que a aionça não é so gran.,te deles quanto ao uso de preservativo e uma falsa ideia de que a doença não é tão grave.,0522-022-01-07.txt
"Vutos jovses não sabam a real propasto da uo de prepordiros. (finção de premver a grassis,",Muitos jovens não sabem o real propósito do uso de preservativos. A função de previnir a gravidez,0522-022-02-01.txt
"é a mdo ressalada em flmes e proagratas, enquanto a de posmir as PIo à é colocada em segus","é a mais ressaltada em filmes e propagandas, enquanto a de prevenir as DST's é colocado em segun-",0522-022-02-02.txt
"do plano. Desse modo, com a educação exual as foms aotem somente pela uvo de anticonogocionais","do plano. Desse modo, sem a educação sexual os jovens optam somente pelo uso de anticoncepcionais",0522-022-02-03.txt
"e lunita e o parceiro soxiual concordem com isso, o que os decam empostas ao cantegão. Eemplolha","e (se) ela e o parceiro sexual concordam com isso, o que os deixam expostas ao contágio. Exemplo --(disso)--",0522-022-02-04.txt
deve equínvo quanda o conievindio fai o comsendáro de alguns adodecentas na companha publecitasa,desse equívoco quanto às camisinhas foi o comentário de alguns adolescentes na campanha publicitaria,0522-022-02-05.txt
do consorel em que a condora. Palto Vodar encenticam o uso de pesercativos. Alguos posas concda-,de carnaval em que a cantora Pablo Vittar incentivam o uso de preservativos. Alguns jovens comenta-,0522-022-02-06.txt
com fombando uma sugposto igrorona do perogpagado por Alto ser tomem e se se relaconar,ram zombando uma suposta ignorância da propaganda por Pablo ser homem e só se relacionar,0522-022-02-07.txt
"senualmento com homans, de modo que sesportamente não devria uss convente jo que nas","sexualmente com homens, de modo que supostamente não deveria usar camisinha já que não",0522-022-02-08.txt
"engravndaria. Assim, faia eviante a quanto a falta de ieducação aeualaumento do cons d dI1s.","engravidaria. Assim, fica evidente o quanto a falta de educação sexual aumenta os casos de AIDS.",0522-022-02-09.txt
Cudars ponto a ser resalado e que muito prene não encaram com scidade a tonça seuo,Outro ponto a ser ressaltado é que muitos jovens não encaram com seriedade a doença como,0522-022-03-01.txt
de pela nébu 1U% Es sdas provém da evidência dos caqudas antircraneas. Oom senvem para,da pelo vírus HIV. Essa ideia provém da existência dos coqueteis antirretrovirais. Eles servem para,0522-022-03-02.txt
"bratar o dioante, pasilando uma vida mao lorga e com nenso sofuimento, naos não é uma","tratar o doente, possibilitando uma vida mais longa e com menos sofrimento, mas não é uma",0522-022-03-03.txt
"rusa é é incarado erroncamente por algumas pessoas como se fave lende assim, há uma preocu-","cura e é encarado erroneamente por algumas pessoas como se fosse. Sendo assim, há uma preocu-",0522-022-03-04.txt
"ração pequera por pavde dos nao selucados sorualmente quanto o contague com a míluo, já que e-","pação pequena por parte dos não educados sexualmente quanto o contagio com o vírus, já que pen-",0522-022-03-05.txt
com que caso separ acomeridos pora e padado se cunas faculrda umo faz com que o número,sam que caso sejam acometidos por de poderão se curar facilmente e isso faz com que o número,0522-022-03-06.txt
de quem tem cico ausete.,de quem tem AIDS aumente.,0522-022-03-07.txt
"Node-se condir, portanto, que a faltm de educação social das jovens brasileiros faz com que","Pode-se concluir, portanto, que a falta de educação social dos jovens brasileiros faz com que",0522-022-04-01.txt
des sujam cada vez mais aongudos pela ASo. Isso porquê falto a essos joven o endenedimento a-,eles sejam cada vez mais atingidos pela AIDS. Isso porquê falta a esses jovens o entendimento so-,0522-022-04-02.txt
bra a impuortânca do uso de preverátiuoa e sobre a grandave dessa doença real. Como consegue.,bre a importância do uso de preservativos e sobre o gravidade dessa doença viral. Como conseguên-,0522-022-04-03.txt
cia a niúmero de cados de AIDS erere e esse conteniare aconteiendo enquanto a educação o,cia o número de casos de AIDS cresce e isso continuará acontecendo enquanto a educação se-,0522-022-04-04.txt
rual permanecer vão sendo uma realedade no Brasil.,xual permanecer não sendo uma realidade no Brasil.,0522-022-04-05.txt
" mais escandaloso dos escêmdalos, é que nos habitiamos a eles. Dessa ravse, da flo-","""O mais escandaloso dos escândalos, é que nos habituamos a eles"". Essa frase, da filó-",0558-005-01-01.txt
"soja pranesa himano Beauvir, pode explicar a relação da sociedade brasileira com os es-","sofa francesa Simone Beauvoir, pode explicar a relação da sociedade brasileira com os es-",0558-005-01-02.txt
"tigmas associados às doenças mentais, uma vez que as pessoas tratam com indigerenças","tigmas associados às doenças mentais, uma vez que as pessoas tratam com indiferença",0558-005-01-03.txt
" estranteza aqueles portadores de tais doenças vatibudas essas tão habituais que, ingliz-","e estranheza aqueles portadores de tais doenças, atitudes essas tão habituais que, infeliz-",0558-005-01-04.txt
"mente, não são vistas, como realmente são, um escândulo imceitável. Nesse sentido, basando","mente, não são vistas como realmente são, um escândalo inaceitável. Nesse sentido, baseado",0558-005-01-05.txt
"na invobilização e na palta de empatia, surg um problema complexo que precisa ser revertido","na inviabilização e na falta de empatia, surge um problema complexo que precisa ser revertido.",0558-005-01-06.txt
"Em primeiro planso, é importante ressaltar que a não intidação das doenças mentais","Em primeiro plano, é importante ressaltar que a não validação das doenças mentais",0558-005-02-01.txt
"é uma ausa lestente do problema. No flme ""Coringa da 0, o personagem principal. Ao-","é uma causa latente do problema. no filme ""Coringa"" da DC, o personagem principal, Ar-",0558-005-02-02.txt
"brus otar, escrere em sua cadenesta que a maior dificuldado de possuir uma doença","thur Flecker, escreve em sua caderneta que a maior dificuldade de possuir uma doença",0558-005-02-03.txt
"mental, é que experam que ele se comporte como se não a tirese. Fora da ficção, é possi-","mental, é que esperam que ele se comporte como se não a tivesse. Fora da ficção, é possí-",0558-005-02-04.txt
"ral perceber que essa realidade se repete na sociedade bra silira, visto que as pessoas pre-","vel perceber que essa realidade se repete na sociedade brasileira, visto que as pessoas pre-",0558-005-02-05.txt
"jerem fingir que doenças mentais não existem e esperar ""estabilidade mental de to-","ferem fingir que doenças mentais não existem e esperar ""estabilidade mental"" de to-",0558-005-02-06.txt
"dos, de que afirmar a existência dessas.","dos, de que afirmar a existência dessas.",0558-005-02-07.txt
"De maneiro análoge, a faltar de empatia consigura como agravamento de proble-","De maneira análoga, a falta de empatia configura como agravamento do proble-",0558-005-03-01.txt
"man?hobreu Mineipara, personagem da trilogia 1e porthe game de Mora sobavie, éum ex-","ma. Andrew Minyard, personagem da trilogia ""All for the game"" de Nora Sakavic, é um es-",0558-005-03-02.txt
"tudante com váru os traumos adivindos de sua ingência em lares adetivas, porém seus co-","tudante com vários traumas advindos de sua infância em lares adotivos, porém seus co-",0558-005-03-03.txt
"lezar não entendem que isso agptar seua forna de agier e senter, egue suas atutedes são jualigi-","legas não entendem que isso afeta sua forma de agir e sentir, e que suas atitudes são justifi-",0558-005-03-04.txt
"cadas por -us- sevs problemas psicológicos, então ao invés de trata-lo com respeito e","cadas por --suas-- seus problemas psicológicos, então ao invés de tratá-lo com respeito e",0558-005-03-05.txt
"inclusão, não ignorantes e o excluem. Sob esse miés, no que tange aos estigmas assoi-","inclusão, são ignorantes e o excluem. Sob esse viés, no que tange aos estigmas associ-",0558-005-03-06.txt
"ados às doenças mentais na sociedade brasileira, nota-se que as pessoas se agem como","ados às doenças mentais na sociedade brasileira, nota-se que as pessoas agem como",0558-005-03-07.txt
"os cotegas de induu, gptando por não lidarem com portadores de doenças psicló-","os colegas de Andrew, optando por não lidarem com portadores de doenças psicoló-",0558-005-03-08.txt
"gicas, por rezer os rotutando e excluindo, quando deveriam --nd- entender e apoiar.","gicas, por vezes os rotulando e excluindo, quando deveriam --end-- entender e apoiar.",0558-005-03-09.txt
"Portanto, uma intervenção faz-se necessária. Para isso, cabe ao Ministério da Educação","Portanto, uma intervenção faz-se necessária. Para isso, cabe ao ministério da Educação",0558-005-04-01.txt
"Osa criar campanhas ingormativas, por meio de eventos em escolas e ou online, a","(MEC) criar campanhas informativas, por meio de eventos em escolas e/ou online, a",0558-005-04-02.txt
fim de ingormar a população sobre doenças mentais e problematizar os estigmas à,fim de informar a população sobre doenças mentais e problematizar os estigmas à,0558-005-04-03.txt
"essas associadas, além disso, tais eventos tinão a finalidade de mostrar os danes","essas associadas, além disso, tais eventos terão a finalidade de mostrar os danos",0558-005-04-04.txt
"causados pela invisibilização e promover a empatia. Dessa forma, tabare escanda-","causados pela invisibilização e promover a empatia. Dessa forma, talvez escânda-",0558-005-04-05.txt
Nos drixcarão de ser habuituais e pessoa a como indrvul passareio a serem com-,"los deixarão de ser habituais, e pessoas como Andrew passarão a serem com-",0558-005-04-06.txt
preendidas.,preendidas.,0558-005-04-07.txt
"--x- Ercala de Nesport é um medidor que lista os graus de intolevância, como a","--xxx-- A Escala de Allport é um medidor que lista os graus de intolerância, como a",0562-009-01-01.txt
"ante locição, a esquiror e a discriminação. Essas protucas são uma forma de","anti-locução, a esquiva e a discriminação. Essas práticas são uma forma de",0562-009-01-02.txt
execlusão das pessoas e são mativadas por preconceitos sá existentes. Nesse,exclusão das pessoas e são motivadas por preconceitos já existentes. Nesse,0562-009-01-03.txt
"sentido, é possível observar a intolerância presente na sociedade brasileira, no modo","sentido, é possível observar a intolerância presente na sociedade brasileira, no modo",0562-009-01-04.txt
"como as pessoas com doenças mentais são altamente estigmatizadas. Portanto,","como as pessoas com doenças mentais são altamente estigmatizadas. Portanto,",0562-009-01-05.txt
esses transtornos são destegitimados devido à falta de informação e à criação,esses transtornos são deslegitimados devido à falta de informação e à criação,0562-009-01-06.txt
de um ideal de vida.,de um ideal de vida.,0562-009-01-07.txt
"nuta-se, em primeiro lugar, que o estigma criado em relação às doenças","Nota-se, em primeiro lugar, que o estigma criado em relação às doenças",0562-009-02-01.txt
psicológicas se dá em razão do desconhecimento da população acerca desse,psicológicas se dá em razão do desconhecimento da população acerca desse,0562-009-02-02.txt
"assunto. Nise da Sbvcira, psiguiastra brasileira, desenvolver estudos que de-","assunto. Nise da Silveira, psiquiatra brasileira, desenvolveu estudos que de-",0562-009-02-03.txt
"fendem métodos de tratamento Minnizados, um música, pintura e dança. A","fendem métodos de tratamento ##mental## humanizados --xxx-- com música, pintura e dança. A",0562-009-02-04.txt
"medica crsticara o sistema de manicímios, que tira a dignidade dos pacientes.","médica criticava o sistema de manicômios, que tira a dignidade dos pacientes,",0562-009-02-05.txt
"por meio da vivtência, o que conobeora com a inão destespeitora que eles enfremí","por meio da violência, o que corrobora com a visão desrespeitosa que eles enfren-",0562-009-02-06.txt
"tam no dia a dia. Essa realidade aunda é pouço divcutida entre os brasileiros, já que","tam no dia-a-dia. Essa realidade ainda é pouco discutida entre os brasileiros, já que",0562-009-02-07.txt
as doenças mentais são ##oe## ----- o a a a a a a ea,"as doenças mentais são ##consideradas## --vistas como-- inferiores diante --xxx-- das físicas, por serem",0562-009-02-08.txt
"meos vusívcis. Assim, os questionamentos frazidos por Nese são essenciais par prl##  ","menos visíveis. Assim, os questionamentos trazidos por Nise são essenciais para ##o fim do## preconceito",0562-009-02-09.txt
"Ademais, outro fator que agrava o problema é a tentatira de criação de um ----","Ademais, outro fator que agrava o problema é a tentativa de criação de um --xxx--",0562-009-03-01.txt
"modelo de vida perfeita. Com a globalização e a difusão das mídias sociais, en-","modelo de vida perfeita. Com a globalização e a difusão das mídias sociais, os",0562-009-03-02.txt
"palções janham mais força ha sociedade Sentro das reder, as pessoas coni-","padrões ganham mais força na sociedade. Dentro das redes, as pessoas conse-",0562-009-03-03.txt
"quem fultrar os desafios da vida, ##da## --- o  a a a e-","guem filtrar os desafios da vida, ##logo## --xxx-- postam apenas as conquistas e a ""perfei-",0562-009-03-04.txt
"ção"". Desse modo, tido que fozo Hisso, é visto como estrano, inclusive quenn","ção"". Desse modo, tudo que foge disso é visto como estranho, inclusive quem",0562-009-03-05.txt
sofre de transtornos mentais. Essa ##eea### --x-- a e a a e,"sofre de transtornos mentais. Essa ##percepção## --visão-- ajuda a inferiorizar as pessoas, perpetuando",0562-009-03-06.txt
uma visão preconceituosa acerca da saúde mental no Brasil-,uma visão preconceituosa acerca da saúde mental no Brasil,0562-009-03-07.txt
"Torna-se necessário, portanto, que haza uma mudança na forma como os que","Torna-se necessário, portanto, que haja uma mudança na forma como os que",0562-009-04-01.txt
"pessum doenças mentais são tratados no país. Assim, o governo, que é responsável","possuem doenças mentais são tratados no país. Assim, o governo, que é responsável",0562-009-04-02.txt
"pelo bem estar da população, devecriar campanhas de divulgação com informações","pelo bem-estar da população, deve criar campanhas de divulgação com informações",0562-009-04-03.txt
"sobre saúde mental, por meio das mídias sociais. Isso visara o diminuira o pre-","sobre saúde mental, por meio das mídias sociais. Isso visará a diminuir o pre-",0562-009-04-04.txt
"conceito --com ietaçi o-- @utrossim, a mídia deve rormper com os padnoe que","conceito --com relação à e--. Outrossim, a mídia deve romper com os padrões que",0562-009-04-05.txt
"e nesma cria e, então, --poxx-- sesa possível cristatr que a intolerência me-","a mesma cria e, então, --quem sab-- será possível evitar que a intolerância pre-",0562-009-04-06.txt
sente na Escala de Alhode --x-- sepresente a sociedade brasileira.,sente na Escala de Allport --não-- represente a sociedade brasileira.,0562-009-04-07.txt
"Em méados do século XX, o incritor qustriro ""Sjar Surz midou-se para o Brasil, devido à","Em meados do século XX, o escritor austríaco Stefan Zweig mudou-se para o Brasil, devido à",0589-036-01-01.txt
"perseguição nagita na Eurpa Pem reuêndo e eniastado com o potencal da nora cas, Suruz exreveu um","perseguição nazista na Europa. Bem recibido e encantado com o potencial da nova casa, Zweig escreveu um",0589-036-01-02.txt
"cudo ugo hítulo tornou-se um cuma alétoge repetido: ""Borant, pais defuturo. Entretanto, ao obversas, aum","livro cujo tornou-se um lema até hoje repetido: ""Brasil, país do futuro"". Entretanto, ao observar, ain-",0589-036-01-03.txt
"da em 20e, o estigma associado às doenças mentais na sociedade brasileira, percebe-se que o ideal de","da em 2021, o estigma associado às doenças mentais na sociedade brasileira, percebe-se que o ideal de",0589-036-01-04.txt
"progesso do autor não passoe de um olhar oupegficial. Nesse senido, fatoris políticas culturais contri-","progresso do autor não passou de um olhar superficial. Nesse sentido, fatores políticos e culturais contri-",0589-036-01-05.txt
buem para a manutenção dessa problemática no teritório nacional.,buem para a manutenção dessa problemática no território nacional.,0589-036-01-06.txt
"A princípio, a onisão do poder público constribui para o estigma ligado as doenças mes-","A princípio, a omissão do poder público contribui para o estigma ligado às doenças men-",0589-036-02-01.txt
"daisno Brasil. Segundo Haquiavel, o objetivo dos ##er-- aoariação do paoder hal","tais no Brasil. Segundo Maquiavel, o objetivo dos ##chefes## --xxx-- da nação é a manutenção do poder. Real-",0589-036-02-02.txt
"mente, apesar de ser um dever do Estado, previsto pela Constituição Federal de 198o, quanta o alus-","mente, apesar de ser um dever do Estado, previsto pela Constituição Federal de 1988, garantir o aces-",0589-036-02-03.txt
"ao à saúde paratadia, pouco éfeito no sentido de cumpr-lo ismo sovre porque invustena capari-","so à saúde para todos, pouco é feito no sentido de cumpri-lo. Isso ocorre porque @@???@@ na capaci-",0589-036-02-04.txt
dação de profissionais na democratização do atendimento psiquiátrico Erastempo para trazer recul-,tação de profissionais e na desvalorização do atendimento psiquiátrico leva tempo para trazer resul-,0589-036-02-05.txt
"tados e, por isso, não ocassiona lacos berefícios eletorais para o governos. Como consequência, mais de","tados e, por isso, não ocasiona claros benefícios eleitorais para o governos. Como consequência, mais de",0589-036-02-06.txt
onjemithõs de brasileiros possuem transtornos depcessivos e sofrem com a falta de igiraestuheris para,onze milhões de brasileiros possuem transtornos depressivos e sofrem com a falta de infraestrutura para,0589-036-02-07.txt
"o tratamento na rede prública de saúde. Logo, a máúxima do filósofo se relaciono a realidade nacionali mo","o tratamento na rede pública de saúde. Logo, a máxima do filósofo se relaciona à realidade nacional na",0589-036-02-08.txt
"medida em que tito éfito para fortalecer o poder, mesmo que isso vá contra os intereses populares.","medida em que tudo é feito para fortalecer o poder, mesmo que isso vá contra os interesses populares.",0589-036-02-09.txt
"Aim do dlucaso estratal, a próprca população possui sua parcula de responsabilidade. D fato, a sociada","Além do descaso estatal, a própria população possui sua parcela de responsabilidade. De fato, a socieda-",0589-036-03-01.txt
de brasileira reforza preconceitos aterestipos ligados às dvoenças mentais. Tal contexto ae relaciona,de brasileira reforça preconceitos e estereótipos ligados às doenças mentais. Tal contexto se relaciona,0589-036-03-02.txt
"ao conceito de baralidade do mal, trazido por Hanar Mendt quando uma attule apressiva ore","ao conceito de banalidade do mal, trazido por Hannah Arendt: quando uma atitude opressiva ocorre",0589-036-03-03.txt
"constantemente, a pensas dixam de vé-la como exrade. Assim, a repreotução de descursos que ve-","constantemente, as pessoas deixam de vê-la como errada. Assim, a reprodução de discursos que re-",0589-036-03-04.txt
"lauonam a ansiedade, por exemplio, como idivíduos que querem ""chanar atunção ou essociam os-","lacionam a ansiedade, por exemplo, com idivíduos que querem ""chamar atenção"" ou associam os",0589-036-03-05.txt
"quadros depressivos a pessoas proguioas, por ser reuorente, banaliza verios dustúriros psquiátricos.","quadros depressivos a pessoas preguiçosas, por ser recorrente, banaliza sérios distúrbios psiquiátricos.",0589-036-03-06.txt
"Eentão, eviste uma lógica cultural que perpetua comportamentos nocios à vida em comunidade e","Então, existe uma lógica cultural que perpetua comportamentos nocivos à vida em comunidade e",0589-036-03-07.txt
conforma a tor da sociologe alema,confirma a tese da socióloga alemã.,0589-036-03-08.txt
"Evidencia-se, portanto, que o estigma associado às doenças mentais é um desgfio para a se-","Evidencia-se, portanto, que o estigma associado às doenças mentais é um desafio para a so-",0589-036-04-01.txt
"ciedade brasileira. Para sesperá-lo, além de invetra na qualificação de profissionais e na democratização","ciedade brasileira. Para superá-lo, além de investir na qualificação de profissionais e na democratização",0589-036-04-02.txt
"do acesso a tratamentos psiquiátricos, o poder público deve, junto à Mída, revertir a lógica cul","do acesso a tratamentos psiquiátricos, o poder público deve, junto à Mídia, reverter a lógica cul-",0589-036-04-03.txt
tural que Canaliza ssedebate. Isso pode ser concritizado a partir do desenvolvimento de campar-,tural que banaliza esse debate. Isso pode ser concretizado a partir do desenvolvimento de campa-,0589-036-04-04.txt
"tas rdtucafivas eficicalis e da viculação dissas com carais com amplia vosialidade, como os reles sociais.","nhas educativas eficientes e da veiculação dessas em canais com ampla visibilidade, como as redes sociais.",0589-036-04-05.txt
"Dessa forma, é possível combaler a enérie estabal e o preconceito, apeoxionando, assim, a sua-","Dessa forma, é possível combater a inércia estatal e o preconceito, aproximando, assim, a rea-",0589-036-04-06.txt
lidade nacional ##-#- d erear os t da.,lidade nacional ##ao## --xxx-- ideal de progresso de Stefen Zweig.,0589-036-04-07.txt
