prediction,ground_truth,filename
-o - ai proimamento o é das escalas públics ão tem preftos soba educação sescial esse tem,--rar 80%)-- aproximadamente 80% das escolas públicas não têm projetos sobre educação sexual e esse tema,0522-022-01-03.txt
também é pouco discutado no ambinte familar por medo dos país de que sus filhas comeuema vida se-,também é pouco discutido no ambiente familiar por medo dos pais de que seus filhos comecem a vida se-,0522-022-01-04.txt
"social precocemente. Embra esse torar pessa ser compreendido, a falta de educação sexual faz com que o","xual precocemente. Embora esse temor possa ser comprendido, a falta de educação sexual faz com que o",0522-022-01-05.txt
"número de calo de 1ID aumento no paí --m- ebr os fare, uma vez que há desenformação por por-","número de casos de AlDS aumente no país, --(um)-- entre os jovens, uma vez que há desinformação por par-",0522-022-01-06.txt
t debesquanto ao iso de preserato e uma falsa ideca de que a doença não é to grav.,te deles quanto ao uso de preservativo e uma falsa ideia de que a doença não é tão grave.,0522-022-01-07.txt
"iuitos jovenos não sabem a real proposito do uso de precencetivos. A função de pessiver a graniz,",Muitos jovens não sabem o real propósito do uso de preservativos. A função de previnir a gravidez,0522-022-02-01.txt
"é a mai resalada em flmes e propaganadas, enquanto a de presmir as BS1S é calocada em segua","é a mais ressaltada em filmes e propagandas, enquanto a de prevenir as DST's é colocado em segun-",0522-022-02-02.txt
"do plano. Desse modo, sem a educação sesxual as jorens oetam somente pela usa de antieconsporianeio","do plano. Desse modo, sem a educação sexual os jovens optam somente pelo uso de anticoncepcionais",0522-022-02-03.txt
"e bafela e o parceiro soxual concordam com isso, o que os desecam expostas ao contagro. Exemplo des-","e (se) ela e o parceiro sexual concordam com isso, o que os deixam expostas ao contágio. Exemplo --(disso)--",0522-022-02-04.txt
desse equíncio quando às camsvishas foi o comentorio de algum adoderentes na campanhas publecidaria,desse equívoco quanto às camisinhas foi o comentário de alguns adolescentes na campanha publicitaria,0522-022-02-05.txt
de carsoral em que a canstara Pallo Vilas incentivam o uso de preseretivo. Aguas forma consi-,de carnaval em que a cantora Pablo Vittar incentivam o uso de preservativos. Alguns jovens comenta-,0522-022-02-06.txt
ram janhando uma suposta ignovância da propaganda por Valto ser homem e so se relacionar,ram zombando uma suposta ignorância da propaganda por Pablo ser homem e só se relacionar,0522-022-02-07.txt
"exualmente com homano, de modo que supostamento não deveria usar comesente ja que nao","sexualmente com homens, de modo que supostamente não deveria usar camisinha já que não",0522-022-02-08.txt
"engranotaria. Assim, fica endente o quanto a fata de educação sesualaumente os caros de 1IS.","engravidaria. Assim, fica evidente o quanto a falta de educação sexual aumenta os casos de AIDS.",0522-022-02-09.txt
Outro ponto a seressltado e que muitos poimo não encaram com sociedade a tança caua-,Outro ponto a ser ressaltado é que muitos jovens não encaram com seriedade a doença como,0522-022-03-01.txt
da pelo néruo (IX. Es ideas provém da existência dos caquetais anterecetranas. Es senvem para,da pelo vírus HIV. Essa ideia provém da existência dos coqueteis antirretrovirais. Eles servem para,0522-022-03-02.txt
"tradar o doaste, possiblitando uma vida maio langa e com menor solumento, nas não é uma","tratar o doente, possibilitando uma vida mais longa e com menos sofrimento, mas não é uma",0522-022-03-03.txt
"cura e é encarado exrantamente por alguns peusoas como se fass. Sendo assim, há uma procu-","cura e é encarado erroneamente por algumas pessoas como se fosse. Sendo assim, há uma preocu-",0522-022-03-04.txt
"ração pequena por parte dos não reducados socualmente quanto o cantagio com o vévo, jár que pem.","pação pequena por parte dos não educados sexualmente quanto o contagio com o vírus, já que pen-",0522-022-03-05.txt
sem que caro sejam acontidos por le paderdo se curar facelmente e isso foz com que o número,sam que caso sejam acometidos por de poderão se curar facilmente e isso faz com que o número,0522-022-03-06.txt
de quem tem diDo aumento.,de quem tem AIDS aumente.,0522-022-03-07.txt
"Pado-se condeuir, portanto, que a falta de educação social dos jovens brasileiros faz com que","Pode-se concluir, portanto, que a falta de educação social dos jovens brasileiros faz com que",0522-022-04-01.txt
les sejam cada vez mais alengidos pela AIDS. Isso porque fata a esses forma o entendimento so-,eles sejam cada vez mais atingidos pela AIDS. Isso porquê falta a esses jovens o entendimento so-,0522-022-04-02.txt
"bre a importância do uso de precescativa, e cobr a gravidade dessa doença meal. Como consegue-",bre a importância do uso de preservativos e sobre o gravidade dessa doença viral. Como conseguên-,0522-022-04-03.txt
cia a número de casas de A1D8 resce e esso contincuara acontecendo enquanto a educação se-,cia o número de casos de AIDS cresce e isso continuará acontecendo enquanto a educação se-,0522-022-04-04.txt
sual fermanecer são sende uma realidade no Brasil.,xual permanecer não sendo uma realidade no Brasil.,0522-022-04-05.txt
"""O mais escandaloso dos escândalos, é que nos habituamos a eles"". Essa prase da iló-","""O mais escandaloso dos escândalos, é que nos habituamos a eles"". Essa frase, da filó-",0558-005-01-01.txt
"seja prancesa himane Buaussir, pode explicar a relação da sociedade brasileira com os es-","sofa francesa Simone Beauvoir, pode explicar a relação da sociedade brasileira com os es-",0558-005-01-02.txt
"tigmas associados às doenças mentais, uma vez que as pessoas tratam com indiferença","tigmas associados às doenças mentais, uma vez que as pessoas tratam com indiferença",0558-005-01-03.txt
"e estranheza aqueles portadores de tais doenças, atitudes essas tão habituais que, infeliz-","e estranheza aqueles portadores de tais doenças, atitudes essas tão habituais que, infeliz-",0558-005-01-04.txt
"mente, não são vistas como realmente são, um escândalo inaceitável. Nesse sentido, baseado","mente, não são vistas como realmente são, um escândalo inaceitável. Nesse sentido, baseado",0558-005-01-05.txt
"na invibilização o e na falta de empatia, surge um problema complexo que precisa ser revertido-","na inviabilização e na falta de empatia, surge um problema complexo que precisa ser revertido.",0558-005-01-06.txt
"Em primeiro plano, é importanto ressaltar que a não validação das doenças mentais","Em primeiro plano, é importante ressaltar que a não validação das doenças mentais",0558-005-02-01.txt
"é uma causa batentodo problema. No filme ""Coringa"" da BC, o personagem principal. Ar-","é uma causa latente do problema. no filme ""Coringa"" da DC, o personagem principal, Ar-",0558-005-02-02.txt
"trur Flcter, escreve em sua caderneta que a maior dificuldade de possuir uma doença","thur Flecker, escreve em sua caderneta que a maior dificuldade de possuir uma doença",0558-005-02-03.txt
"mental, é que esperam que ele se comporte como se não a tiresse. Fora da fição, é possi-","mental, é que esperam que ele se comporte como se não a tivesse. Fora da ficção, é possí-",0558-005-02-04.txt
"vel perceber que essa realidade se repete na sociedade brasileira, visto que as pessoas pre-","vel perceber que essa realidade se repete na sociedade brasileira, visto que as pessoas pre-",0558-005-02-05.txt
"ferem fingir que doenças mentais não existem e esperar ""estabilidade mental"" de to-","ferem fingir que doenças mentais não existem e esperar ""estabilidade mental"" de to-",0558-005-02-06.txt
"dos, de que afirmar a existência dessas.","dos, de que afirmar a existência dessas.",0558-005-02-07.txt
"De maneira análoga, a falta de empatia consigura como agravamento do proble-","De maneira análoga, a falta de empatia configura como agravamento do proble-",0558-005-03-01.txt
"ma Andreu Minuzara, personagem da trilogia se portre game"" de Nora Satavia, é um es-","ma. Andrew Minyard, personagem da trilogia ""All for the game"" de Nora Sakavic, é um es-",0558-005-03-02.txt
"tudante com vsários traumos advindos de sua ingância em lores adativos, porém seus co-","tudante com vários traumas advindos de sua infância em lares adotivos, porém seus co-",0558-005-03-03.txt
"legas não entendem que isso ageta sua forma de agir e sentir, e que suas atitudes são justiz-","legas não entendem que isso afeta sua forma de agir e sentir, e que suas atitudes são justifi-",0558-005-03-04.txt
"cadas por-sos-- seus problemas psicológicos, então ao invés de tratá-lo com respeito e","cadas por --suas-- seus problemas psicológicos, então ao invés de tratá-lo com respeito e",0558-005-03-05.txt
"inclusão, são ignorantes e o excluem. Sob esse viés, no que tange aos estigmas assoi-","inclusão, são ignorantes e o excluem. Sob esse viés, no que tange aos estigmas associ-",0558-005-03-06.txt
"ados às doenças mentais na sociedade brasileira, nota-se que as pessoas agem como","ados às doenças mentais na sociedade brasileira, nota-se que as pessoas agem como",0558-005-03-07.txt
"os colegas de Andreu, ostando por não lidarem com portadores de doenças psicló-","os colegas de Andrew, optando por não lidarem com portadores de doenças psicoló-",0558-005-03-08.txt
"gicas, por vezes os rotulando e excluindo, quando deveriam --xx-- entender e apoiar.","gicas, por vezes os rotulando e excluindo, quando deveriam --end-- entender e apoiar.",0558-005-03-09.txt
"Portanto uma intervenção faz-se necessária. Para isso, cabe ao ministério da Educação","Portanto, uma intervenção faz-se necessária. Para isso, cabe ao ministério da Educação",0558-005-04-01.txt
"CNSA criar campanhas informativas, por meio de eventos em escolas e ou online, a","(MEC) criar campanhas informativas, por meio de eventos em escolas e/ou online, a",0558-005-04-02.txt
fim de informar a população sobre doença s mentais e problematizar os estigmas à,fim de informar a população sobre doenças mentais e problematizar os estigmas à,0558-005-04-03.txt
"essas associadas, além disso, tais eventos terão a finalidade de mostrar os danos","essas associadas, além disso, tais eventos terão a finalidade de mostrar os danos",0558-005-04-04.txt
"causados pela invisibilização e promover a empatia. Dessa forma, talvez escanda-","causados pela invisibilização e promover a empatia. Dessa forma, talvez escânda-",0558-005-04-05.txt
"los deixarão de ser habetuais, e pessoas como Indreu passarãa a serem com","los deixarão de ser habituais, e pessoas como Andrew passarão a serem com-",0558-005-04-06.txt
prundidas.,preendidas.,0558-005-04-07.txt
"--xxx- Eecala de Deporte é um medidor que lista os graves de intolerância, como a","--xxx-- A Escala de Allport é um medidor que lista os graus de intolerância, como a",0562-009-01-01.txt
"anti-locução, a esquiva e a discriminação. Essas práticas são uma forma de","anti-locução, a esquiva e a discriminação. Essas práticas são uma forma de",0562-009-01-02.txt
exclusão das pessoas e são motivadas por preconceitos já existentes. Nesse,exclusão das pessoas e são motivadas por preconceitos já existentes. Nesse,0562-009-01-03.txt
"sentido, é possível observar a intolerância presente na sociedade brasileira, no modo","sentido, é possível observar a intolerância presente na sociedade brasileira, no modo",0562-009-01-04.txt
"como as pessoas com doenças mentais são altamente estigmatizadas. Portanto,","como as pessoas com doenças mentais são altamente estigmatizadas. Portanto,",0562-009-01-05.txt
esses transtornos são deslegitimados devido à falta de informação e à criação,esses transtornos são deslegitimados devido à falta de informação e à criação,0562-009-01-06.txt
de um ideal de vida.,de um ideal de vida.,0562-009-01-07.txt
"Nota-se, em primeiro lugar, que o estigma criado em relação às doenças","Nota-se, em primeiro lugar, que o estigma criado em relação às doenças",0562-009-02-01.txt
psicológicas se dá em razão do desconhecimento da população acerca desse,psicológicas se dá em razão do desconhecimento da população acerca desse,0562-009-02-02.txt
"assunto. Nise da Silveira, psiquiatra brasileira, desenvolveu estudos que de-","assunto. Nise da Silveira, psiquiatra brasileira, desenvolveu estudos que de-",0562-009-02-03.txt
"fendem métodos de tratamento --(ene## --ai dao om msica, pintura e dança. A","fendem métodos de tratamento ##mental## humanizados --xxx-- com música, pintura e dança. A",0562-009-02-04.txt
"médica criticava o sistema de manicônios, que tiva a dignidade dos pacientes,","médica criticava o sistema de manicômios, que tira a dignidade dos pacientes,",0562-009-02-05.txt
"por meio da violência, o que corrobora com a visão desrespeitora que eler enfren-","por meio da violência, o que corrobora com a visão desrespeitosa que eles enfren-",0562-009-02-06.txt
"tam no dia a dia. Essa realidade ainda é pouco discutida entre os brasileiros, já que","tam no dia-a-dia. Essa realidade ainda é pouco discutida entre os brasileiros, já que",0562-009-02-07.txt
"as doenças mentais são ##conra###--ana-- fieis dite- das fsicas, por serem","as doenças mentais são ##consideradas## --vistas como-- inferiores diante --xxx-- das físicas, por serem",0562-009-02-08.txt
"menos visíveis. Assim, os questionamentos trazidos por Nise são essenciais parapreemcai","menos visíveis. Assim, os questionamentos trazidos por Nise são essenciais para ##o fim do## preconceito",0562-009-02-09.txt
"Ademais, outro fator que agrava o problema é a tentativa de criação de lum --xx--","Ademais, outro fator que agrava o problema é a tentativa de criação de um --xxx--",0562-009-03-01.txt
"modelo de vida perfeita. Com a globalização e a difusão das mídias sociais, os","modelo de vida perfeita. Com a globalização e a difusão das mídias sociais, os",0562-009-03-02.txt
"paddões ganham mair força na sociedade. Sentro das redes, as pessoas conse-","padrões ganham mais força na sociedade. Dentro das redes, as pessoas conse-",0562-009-03-03.txt
"quem filtrar os desafios da vida, ##a## #-xx- a pra as conquistas e a ""perfei-","guem filtrar os desafios da vida, ##logo## --xxx-- postam apenas as conquistas e a ""perfei-",0562-009-03-04.txt
"ção"". Desse modo, tudo que foze disso é visto como estranho, inclusive quem","ção"". Desse modo, tudo que foge disso é visto como estranho, inclusive quem",0562-009-03-05.txt
"sofre de transtornos mentais. Essa ##cecra##---afaa- - friria a pssas, perpetuando","sofre de transtornos mentais. Essa ##percepção## --visão-- ajuda a inferiorizar as pessoas, perpetuando",0562-009-03-06.txt
uma visão preconceitruosa acerca da saúde mental no Brasil.,uma visão preconceituosa acerca da saúde mental no Brasil,0562-009-03-07.txt
"torna-se necessário, portanto, que hraja uma mudança na forma como os que","Torna-se necessário, portanto, que haja uma mudança na forma como os que",0562-009-04-01.txt
"possuem doenças mentais são tratados no país. Assim, o governo, que é responsável","possuem doenças mentais são tratados no país. Assim, o governo, que é responsável",0562-009-04-02.txt
"pelo bem-estar da população, deve criar campanhas de divulgação com informações","pelo bem-estar da população, deve criar campanhas de divulgação com informações",0562-009-04-03.txt
"sobre saúde mental, por meio das mídias sociais. Isso visará a diminuir o pre-","sobre saúde mental, por meio das mídias sociais. Isso visará a diminuir o pre-",0562-009-04-04.txt
"conceito --cocetação st.-Outrossim, a mídia deve romper com os padrões que","conceito --com relação à e--. Outrossim, a mídia deve romper com os padrões que",0562-009-04-05.txt
"a nesma cria e, então, --pe-- será possível evitater que a intolerância pre-","a mesma cria e, então, --quem sab-- será possível evitar que a intolerância pre-",0562-009-04-06.txt
sente na Escala de Dlport --pno-- represente a sociedade brasileira.,sente na Escala de Allport --não-- represente a sociedade brasileira.,0562-009-04-07.txt
"Em meados do século XX,o escritor austriaro Separ Aurig mudou-se para o Brasil, devido à","Em meados do século XX, o escritor austríaco Stefan Zweig mudou-se para o Brasil, devido à",0589-036-01-01.txt
"perseguição najista na Europa. Bem recubido e encantado com o potencial da nora casa, Tueiz escereu um","perseguição nazista na Europa. Bem recibido e encantado com o potencial da nova casa, Zweig escreveu um",0589-036-01-02.txt
"lilo cujo título tornou-se um luma alé heze repetido.: Brasil, país do futuro"". Entretanto, as observar, ain-","livro cujo tornou-se um lema até hoje repetido: ""Brasil, país do futuro"". Entretanto, ao observar, ain-",0589-036-01-03.txt
"da em 201, o estigma associado às doenças mentais na sociedade brasileira, percebe-se que o ideal de","da em 2021, o estigma associado às doenças mentais na sociedade brasileira, percebe-se que o ideal de",0589-036-01-04.txt
"progresso do autor não passou de um obhor superficial. Nesse sentido, fatores políticos e culturais contri-","progresso do autor não passou de um olhar superficial. Nesse sentido, fatores políticos e culturais contri-",0589-036-01-05.txt
buem para a manutenção dessa problemática no território nacional.,buem para a manutenção dessa problemática no território nacional.,0589-036-01-06.txt
"A princípio, a omisão do poder público contribui para o estigma ligado às doenças mens","A princípio, a omissão do poder público contribui para o estigma ligado às doenças men-",0589-036-02-01.txt
"tais no Brasil. Segundo Maquiavel, o objetivo do ##dia# # --xa- aãa antnção do podr ral","tais no Brasil. Segundo Maquiavel, o objetivo dos ##chefes## --xxx-- da nação é a manutenção do poder. Real-",0589-036-02-02.txt
"mente, apesar de ser um dever do Estado, previsto pela Constituição Federal de 1988, garantu o ales","mente, apesar de ser um dever do Estado, previsto pela Constituição Federal de 1988, garantir o aces-",0589-036-02-03.txt
"so à saúde paratados, pouco é feito no sentido de cumpré-lo Isso corre porque invratie na capali-","so à saúde para todos, pouco é feito no sentido de cumpri-lo. Isso ocorre porque @@???@@ na capaci-",0589-036-02-04.txt
tação de profissionais na democralização ao atendimento psiquiátrico leva tempo para trazer revul,tação de profissionais e na desvalorização do atendimento psiquiátrico leva tempo para trazer resul-,0589-036-02-05.txt
"tados e, por isse, não ocasiona lares benefícios eleitorais para os governos. Como consequência, mais de","tados e, por isso, não ocasiona claros benefícios eleitorais para o governos. Como consequência, mais de",0589-036-02-06.txt
orge milhões de brasileiros possuem transtornos depressivos e sofrem com a falha de infraestrutura para,onze milhões de brasileiros possuem transtornos depressivos e sofrem com a falta de infraestrutura para,0589-036-02-07.txt
"o tratamento na rede pública de saúde. Logo, a máxima do filósofo se relaciona arealidade nacional na","o tratamento na rede pública de saúde. Logo, a máxima do filósofo se relaciona à realidade nacional na",0589-036-02-08.txt
"medida em que todo é feito para fortalecer o poder, mesmo que isso rá contra os interesses populares.","medida em que tudo é feito para fortalecer o poder, mesmo que isso vá contra os interesses populares.",0589-036-02-09.txt
"Além do descas estatal, a própria população possui sua parcula de responsabilidade. De fato, a socida-","Além do descaso estatal, a própria população possui sua parcela de responsabilidade. De fato, a socieda-",0589-036-03-01.txt
de brasileira reforça preconceitos esteruótiposligados às doenças mentais. Tal contexto se relaciona,de brasileira reforça preconceitos e estereótipos ligados às doenças mentais. Tal contexto se relaciona,0589-036-03-02.txt
"ao conceito de banalidade do mal, trazido por Handh Aendt: quando uma atitul apressiva ocrre","ao conceito de banalidade do mal, trazido por Hannah Arendt: quando uma atitude opressiva ocorre",0589-036-03-03.txt
"constantemente, as pessoas deixam de vé-la como errado. Assim, a reprodução de discursos que se","constantemente, as pessoas deixam de vê-la como errada. Assim, a reprodução de discursos que re-",0589-036-03-04.txt
"laconam a ansiedade, por exemplo, com idivíduos que querem ""chanar atenção"" ou assoram os","lacionam a ansiedade, por exemplo, com idivíduos que querem ""chamar atenção"" ou associam os",0589-036-03-05.txt
"quadros depressivos a pessoas prequiçosas, por ser reorente, banaliza serios distúrbos psiquiátricos.","quadros depressivos a pessoas preguiçosas, por ser recorrente, banaliza sérios distúrbios psiquiátricos.",0589-036-03-06.txt
"Então, existe uma lógica cultural que perpetua comportamentos nocuvos à vida em comunidade e","Então, existe uma lógica cultural que perpetua comportamentos nocivos à vida em comunidade e",0589-036-03-07.txt
confirma ae toe da socióloga alemá.,confirma a tese da socióloga alemã.,0589-036-03-08.txt
"Evidencia-se, portanto, que o estigma associado às doenças mentais é um desafio para a so-","Evidencia-se, portanto, que o estigma associado às doenças mentais é um desafio para a so-",0589-036-04-01.txt
"ciedade brasileira. Para superá-lo, além de invsetir na qualificação de profissionais e na democratização","ciedade brasileira. Para superá-lo, além de investir na qualificação de profissionais e na democratização",0589-036-04-02.txt
"do acesso a tratamentos psiquiátricos, o poder público ceve, junto à Mídia, revortir a lógica cul-","do acesso a tratamentos psiquiátricos, o poder público deve, junto à Mídia, reverter a lógica cul-",0589-036-04-03.txt
tural que banaliza esse debalte. Isso pode se concretizado a partir do desenvolvimento de campa-,tural que banaliza esse debate. Isso pode ser concretizado a partir do desenvolvimento de campa-,0589-036-04-04.txt
"Nas educativas eficicentes e da viculação dessas em carais com ampla visibalidade, como as redes sociais.","nhas educativas eficientes e da veiculação dessas em canais com ampla visibilidade, como as redes sociais.",0589-036-04-05.txt
"Dessa forma, é possível combater a iméria estabal e o preconceito, aproxinando, assim, a rua-","Dessa forma, é possível combater a inércia estatal e o preconceito, aproximando, assim, a rea-",0589-036-04-06.txt
lidade nacional ##o##-x--d a pero Dem Luio,lidade nacional ##ao## --xxx-- ideal de progresso de Stefen Zweig.,0589-036-04-07.txt
