prediction,ground_truth,filename
J'ai reçu hier ma facture concernant,J'ai reçu hier ma facture concernant,eval2011-1_0
mon compte et je ne comprends pas,mon compte et je ne comprends pas,eval2011-1_1
pourquoi le montant est si élevé.,pourquoi le montant est si élevé.,eval2011-1_2
ce n'est pas du tout ce qui était,Ce n'est pas du tout ce qui était,eval2011-1_3
prévue au départ.,prévu au départ.,eval2011-1_4
Merci de bien vouloir vérifier et de me,Merci de bien vouloir vérifier et de me,eval2011-1_5
tenir au courant rapidement.,tenir au courant rapidement.,eval2011-1_6
"Le 26 février 2007, je vous ai prossé la commande suivante :","Le 26 février 2007, je vous ai passé la commande suivante :",eval2011-20_0
"pacte de 10 CD vierges, réf : DX3485, prix unilaire : 15,00 €,","pack de 10 CD vierges, réf : DX3485, prix unitaire : 15,00 €,",eval2011-20_1
"quantité : 30, montant : 450,00 €","quantité : 30, montant : 450,00 €",eval2011-20_2
"la qualité de vos produits satisfaisant pleinement la clientèle, mon","La qualité de vos produits satisfaisant pleinement la clientèle, mon",eval2011-20_3
"Stocte disponible se révèle nettement insuffisant à répondre à la demande,","stock disponible se révèle nettement insuffisant à répondre à la demande,",eval2011-20_4
en constante augmentation.,en constante augmentation.,eval2011-20_5
"C'est pourquoi, je souhaite modifier la quantité demandée : soit 60 paches","C'est pourquoi, je souhaite modifier la quantité demandée : soit 60 packs",eval2011-20_6
au lieu de 30.,au lieu de 30.,eval2011-20_7
"En vous remerciant par avance, veuillez agréer, Madame, Monsieur,","En vous remerciant par avance, veuillez agréer, Madame, Monsieur,",eval2011-20_8
l'expression de mes salutations les meilleures.,l'expression de mes salutations les meilleures.,eval2011-20_9
Je souhaiterai investir la somme de 1500 euros,Je souhaiterai investir la somme de 1500 euros,eval2011-21_0
en actions boursièrés.,en actions boursieres .,eval2011-21_1
Je vous laisse le soin de choisir le,Je vous laisse le soin de choisir le,eval2011-21_2
meilleur plncement.,meilleur placement.,eval2011-21_3
Merci de realiser cette opération au,Merci de realiser cette opération au,eval2011-21_4
plus vite.,plus vite.,eval2011-21_5
"Veuillez agréer, Monsieur, l'expression","Veuillez agréer, Monsieur, l'expression",eval2011-21_6
de mes sentiments distingués .,de mes sentiments distingués.,eval2011-21_7
Mon courrier en date du 15 février est,Mon courrier en date du 15 fevrier est,eval2011-22_0
resté sans réponse de votre part.,resté sans réponse de votre part.,eval2011-22_1
Je vous envoie donc ce deuxième courrier,Je vous envoie donc ce deuxième courrier,eval2011-22_2
afin de vous demandez de résilier mon,afin de vous demander de résilier mon,eval2011-22_3
contrat EDF.,contrat EDF.,eval2011-22_4
Merci de faire le nécessaire au plus,Merci de faire le necessaire au plus,eval2011-22_5
vite.,vite.,eval2011-22_6
Recevez mes sincères salutations.,Recevez mes sincères salutations.,eval2011-22_7
"Llors de ma dernière commande, j'avais choisi le modèle CH45-12 en","Lors de ma dernière commande, j'avais choisi le modèle CH45-12 en",eval2011-23_0
"lleu, mais le coloris ne convient pas. Je souhaite donc échanger cet article","bleu, mais le coloris ne convient pas. Je souhaite donc échanger cet article",eval2011-23_1
contre le même en blanc dont la référence est CH 45-16. Je vous retourne,contre le même en blanc dont la référence est CH 45-16. Je vous retourne,eval2011-23_2
ci-joint l'ancier article.,ci-joint l'ancien article.,eval2011-23_3
Merci de bien vouloir prendre en compte cette modification.,Merci de bien vouloir prendre en compte cette modification.,eval2011-23_4
"Je vous prie d' aggréer , Madame, Monsieur, mes meilleures salutations.","Je vous prie d' aggréer , Madame, Monsieur, mes meilleures salutations.",eval2011-23_5
"Suite à votre précédente lettre, le délai annancée pour la","Suite à votre précédente lettre, le délai annoncé pour la",eval2011-24_0
"livraison de Ma commande ne ne convient pas, ainsi je souhaite","livraison de ma commande ne me convient pas, ainsi je souhaite",eval2011-24_1
nouler Ma commande date du 18 février 2007.,annuler ma commande daté du 18 Fevrier 2007.,eval2011-24_2
Je vous prie d'agréer Mes sincères salutations.,Je vous prie d'agréer mes sincères salutations.,eval2011-24_3
Suite à notre conversation téléphonique concernant l'achat,Suite à notre conversation téléphonique concernant l'achat,eval2011-25_0
"d'actions, je vous informe que je suis en mesure d'investir","d'actions, je vous informe que je suis en mesure d'investir",eval2011-25_1
1500 Euros à répartir selon votre initiative.,1500 Euros à répartir selon votre initiative.,eval2011-25_2
"Je vous prie d'agréer Monsieur, Mes sincères salutations.","Je vous prie d'agréer Monsieur, mes sincères salutations.",eval2011-25_3
Je vous demande de bien vouloir modifier le,Je vous demande de bien vouloir modifier le,eval2011-26_0
montant des prélèvements effectués sur mon compte vers,montant des prélèvements effectués sur mon compte vers,eval2011-26_1
"mon PEL. A l'heure actuelle, ces prélèvements sont de 60","mon PEL. A l'heure actuelle, ces prélèvements sont de 60",eval2011-26_2
"euros, je souhaite les diminuer pour qu'à la prochaine","euros, je souhaite les diminuer pour qu'à la prochaine",eval2011-26_3
échéance le montant versé sur mon PEL soit de 45 euros.,échéance le montant versé sur mon PEL soit de 45 euros.,eval2011-26_4
"Je vous prie d'agréer madame, monsieurs, mes salutations","Je vous prie d'agréer madame, monsieur, mes salutations",eval2011-26_5
distinguées.,distinguées.,eval2011-26_6
"Je souhaiterais vous commander, par le bieis de cette lettre,","Je souhaiterais vous commander, par le biais de cette lettre,",eval2011-27_0
trois paires de chaussettes (référence CH45-12) que j'ai trouvé,trois paires de chaussettes (référence CH45-12) que j'ai trouvé,eval2011-27_1
dans votre dernier catalogue.,dans votre dernier catalogue.,eval2011-27_2
"Je vous joint donc mon règlement de 15,39 euros sous la","Je vous joint donc mon réglement de 15,39 euros sous la",eval2011-27_3
forme d'un chèque bancaire à lordre des 3 trifs.,forme d'un chèque bancaire à l'ordre des 3 Suifs.,eval2011-27_4
"Vous remerciant de prendre en compte ma commande, je vous prie,","Vous remerciant de prendre en compte ma commande, je vous prie,",eval2011-27_5
"Madame, Monsieur, de bien vouloir agréer l'expression des mes sincères","Madame, Monsieur, de bien vouloir agréer l'expression des mes sincères",eval2011-27_6
salutations.,salutations.,eval2011-27_7
Je me permets de vous relancer car je suis,Je me permets de vous relancer car je suis,eval2011-28_0
tojours sans nouvelles de votre part concernant,toujours sans nouvelles de votre part concernant,eval2011-28_1
l'expertise de mon véhicule accidenté depuis,l'expertise de mon véhicule accidenté depuis,eval2011-28_2
partant le mois dernier.,pourtant le mois dernier.,eval2011-28_3
Je vous remercie de l'attention avec laquelle,Je vous remercie de l'attention avec laquelle,eval2011-28_4
vous traiterez ma demande et vous prie,vous traiterez ma demande et vous prie,eval2011-28_5
"d'agréer, Madame, Monsieur, mes salutations","d'agréer, Madame, Monsieur, mes salutations",eval2011-28_6
distinguées.,distinguées.,eval2011-28_7
Assurée dans votre compagnie depuis maintenant près de,Assurée dans votre compagnie depuis maintenant près de,eval2011-29_0
"dauge ans, je me permets de vous adresser ce courrier pour une","douze ans, je me permets de vous adresser ce courrier pour une",eval2011-29_1
"sans emploi à ce jour, j'attends beaucoup du plas de","Sans emploi à ce jour, j'attends beaucoup du plan de",eval2011-29_10
restructuration. En attendant et au vu des circions.,restructuration. En attendant et au vu des circons-,eval2011-29_11
"tances actuelles, pourais je régler mes échéances par","tances actuelles, pourrais-je régler mes échéances par",eval2011-29_12
"paiements différés, en les échelonnant sur 4 mois ?","paiements différés, en les échelonnant sur 4 mois ?",eval2011-29_13
D'avance je vous remercie de votre compréhension,D'avance je vous remercie de votre compréhension,eval2011-29_14
et attends rane confirmation de votre part.,et attends une confirmation de votre part.,eval2011-29_15
"Veuillez agréer, Madame, Monsieur, l'expres-","Veuillez agréer, Madame, Monsieur, l'expres-",eval2011-29_16
sion de mes salutations les meilleures.,sion de mes salutations les meilleures.,eval2011-29_17
demande spéciale d'échelonnement de mes échances.,demande spéciale d'échelonnement de mes échances.,eval2011-29_2
Je sais que cette procédure n'est pas présente dans les clau-,Je sais que cette procédure n'est pas présente dans les clau-,eval2011-29_3
ses de votre contrat mais elle est metivée par une cause,ses de notre contrat mais elle est motivée par une cause,eval2011-29_4
aussi imprévue que pénible pour moi.,aussi imprévue que pénible pour moi.,eval2011-29_5
"En effet, techoicieuse chez Airgues depuis troute ans, vous","En effet, technicienne chez AIRZUS depuis trente ans, nous",eval2011-29_6
N'êtes pas sans connaître les difficultés que traverse cet-,n'êtes pas sous connaître les difficultés que traverse cet-,eval2011-29_7
Le entreprise qui a liceucié en mosie il y a quelques,te entreprise qui a licencié en masse il y a quelques,eval2011-29_8
mois ; hélos je faisais partie de ce plau de licenciement.,mais ; hélas je faisais partie de ce plan de licenciement.,eval2011-29_9
suite à la vente de mon véhicule assuré chez vous,Suite à la vente de mon véhicule assuré chez vous,eval2011-2_0
"en date 05/03/07, je vous demande de prendre","en date 05/03/07, je vous demande de prendre",eval2011-2_1
en compte ma demande de résiliation d'assurance,en compte ma demande de résiliation d'assurance,eval2011-2_2
automobile à date de réception de ce courrier.,automobile à date de réception de ce courrier.,eval2011-2_3
Mon numéro de référence client est le XQPCH09.,Mon numéro de référence client est le XQPCH09.,eval2011-2_4
"Je vous remercie par avance et vous prie, Monsieur,","Je vous remercie par avance et vous prie, Monsieur,",eval2011-2_5
d'agréer mes salutations distinguées.,d'agréer mes salutations distinguées.,eval2011-2_6
Je vous ai fait parvenir par courrier une commande,Je vous ai fait parvenir par courrier une commande,eval2011-30_0
(n° 900 11) daté du 8 mars 2007. Je voudrai modifier,(n° 900 AA) daté du 8 mars 2007. Je voudrai modifier,eval2011-30_1
les quantités d'un des produits commandés. Je ne désire plus,les quantités d'un des produits commandés. Je ne désire plus,eval2011-30_2
commander 1 mais 2 paires de chaussettes réf : 191918.,commander 1 mais 2 paires de chaussettes réf. 1919AB.,eval2011-30_3
Je vous joins un chèque d'un montant de J€ pour le compte.,Je vous joins un chèque d'un montant de ¤5€¤ pour le complé-,eval2011-30_4
ment de cette commande.,-ment de cette commande.,eval2011-30_5
Merci de prendre en compte ce changement.,Merci de prendre en compte ce changement.,eval2011-30_6
"Dans l'attente de la réception de ma commande,",Dans l'attente de la réception de ma commande.,eval2011-30_7
"Je vous prie d'agréer, Madame, Monsieur, l'expression de","Je vous prie d'agréer, Madame, Monsieur, l'expression de",eval2011-30_8
mes salutations distinguées.,mes salutations distinguées.,eval2011-30_9
C'est avec beaucoup le plaveir que l'an dernier j'ai rez sais,C'est avec beaucoup de plaisir que l'an dernier j'ai reçu de votre,eval2011-31_0
part le catalogue de vos produits.,part le catalogue de vos produits.,eval2011-31_1
Aussi vous demanderais -je de bien vouloir me renvoyer le,Aussi vous demanderais-je de bien vouloir me renvoyer le,eval2011-31_2
nouveau catalogue 2007 à l'adresse ci-dessus.,nouveau Catalogue 2007 à l'adresse ci-dessus.,eval2011-31_3
"Cordialement,","Cordialement,",eval2011-31_4
Etant actuellement assurée par une compagnie différente de la votre,Etant actuellement assurée par une compagnie différente de la votre,eval2011-32_0
"(NAIF Assurances)et n'étant pas satisfaite par celle-ci, j'aimerai","(NAIF Assurances) et n'étant pas satisfaite par celle-ci, j'aimerai",eval2011-32_1
ne compterai alors parmives clients.,me compterai alors parmi vos clients.,eval2011-32_10
En espérant avoir cette documentation trésprochainement,En esperant avoir cette documentation très prochainement,eval2011-32_11
avoir de la documentation concernant les contrats d'assurance auto,avoir de la documentation concernant les contrats d'assurance auto,eval2011-32_2
que votre assurance propose.,que votre assurance propose.,eval2011-32_3
"En effet, mon actuelle compagnie d'assurance n'étant pas très","En effet, mon actuelle compagnie d'assurance n'étant pas très",eval2011-32_4
"pertarmente dans les actions à réaliser, je souhaiterai vivement","performante dans les actions à réaliser, je souhaiterai vivement",eval2011-32_5
changer de compagnie d'assurance. Ayant entendu beaucouup de,changer de compagnie d'assurance. Ayant entendu beaucoup de,eval2011-32_6
bien de votre compagnie c'est donc tout naturellement que je me,bien de votre compagnie c'est donc tout naturellement que je me,eval2011-32_7
tourne vers vous.,tourne vers vous.,eval2011-32_8
"Si vos pris sont attractifs et vos contrats attrayants, vous","Si vos prix sont attractifs et vos contrats attrayants, vous",eval2011-32_9
"Je vous prie par retour de courrier, de bien vouloir me faire","Je vous prie par retour de courrier, de bien vouloir me faire",eval2011-33_0
parvenir vos tarifications et conditions d'adhession concernant vos contrats,parvenir vos tarifications et conditions d'adhésion concernant vos contrats,eval2011-33_1
d'assurance habitation de votre compagnie.,d'assurance habitation de votre compagnie.,eval2011-33_2
"Devant demenager sous peu, je propeche afin de trouver la","Devant demenager sous peu, je prospecte afin de trouver la",eval2011-33_3
meilleure proposition pour mon apppartement.,meilleure proposition pour mon appartement.,eval2011-33_4
"Je prendrais ma décision, à réception des différentes offres que","Je prendrais ma décision, à réception des differentes offres que",eval2011-33_5
je recevrais de la part des agences contractées. Il est prémordial pour,je recevrais de la part des agences contractées. Il est primordial pour,eval2011-33_6
moi de compter sur votre réponse.,moi de compter sur votre réponse.,eval2011-33_7
"Veuillez agréer Madame, Monsieur, l'expression de mes sentiments","Veuillez agréer Madame, Monsieur, l'expression de mes sentiments",eval2011-33_8
distingués.,distingués.,eval2011-33_9
Je souhaiterais obtenir des précisions concernant ma précédente,Je souhaiterais obtenir des précisions concernant ma précédente,eval2011-34_0
"facture, le montant m'en paraitant trop élevé.","facture, le montant m'en paraitant trop élévé.",eval2011-34_1
"En attendant votre réponse, je vous prie d'agréer, madame,","En attendant votre réponse. Je vous prie d'agréer, madame,",eval2011-34_2
"monsieur, l'expression de mon profond respect.","monsieur, l'expression de mon profond respect.",eval2011-34_3
Le montant de mes factures devient,Le montant de mes factures devient,eval2011-35_0
trops élevées. Pouvez-vous echelonner,trop elevées. Pouvez-vous échelonner,eval2011-35_1
mes factures sur plusieurs mois,mes factures sur plusieurs mois,eval2011-35_2
car j'ai des difficultés de paiement,car j'ai des difficultés de paiment,eval2011-35_3
car je dois financer mon mariage,car je dois financer mon mariage,eval2011-35_4
merci de votre collaboration,merci de votre collaboration,eval2011-35_5
Je vous adresse le présent courrier afin de vous informer à nouveau,Je vous adresse le présent courrier afin de vous informer à nouveau,eval2011-36_0
de mon changement de données personneles.,de mon changement de données personnelles.,eval2011-36_1
"En attendant son effectiuvée, je vous prie d'agréer, l'expression de","En attendant son effectivité, je vous prie d'agréer, l'expression de",eval2011-36_2
mon profond respert.,mon profond respect.,eval2011-36_3
Je me permets par la présente de vous,Je me permets par la présente de vous,eval2011-37_0
"redonner mes nouvelles coordonnées téléphoniques,",redonner mes nouvelles coordonnées téléphoniques.,eval2011-37_1
-joint mon nouveau numéro 06.17.27.37.29,Ci-joint mon nouveau numéro 06.17.27.32.27,eval2011-37_2
Ainsi que mes nouvelles données bancaires.,ainsi que mes nouvelles données bancaires.,eval2011-37_3
Sincères salutations.,Sincères salutations.,eval2011-37_4
Avant marché accidentellement sur le chien de,¤Ayant¤ marché accidentellement sur le chien de,eval2011-38_0
"M2 Drbois, je souhaiterais être cvut a titre de la responsabilité",Md Dubois je souhaiterais être couvert au titre de la responsabilité,eval2011-38_1
"cisile, sous référence UGPON20","civile, sous référence VGPQN28.",eval2011-38_2
"Constant sur votre compréhension, veuillez recevoir",Comptant sur votre compréhension. veuillez recevoir,eval2011-38_3
mes sinutes salutations,mes sincères salutations,eval2011-38_4
"Par la présente, je vous demande de bien vouloir","Par la présente, je vous demande de bien vouloir",eval2011-39_0
prendre les mesures nécessaires afin de mettre fin,prendre les mesures nécessaires afin de mettre fin,eval2011-39_1
salutations distinguées.,salutations distinguées.,eval2011-39_10
au contrat d'assurance auto n° 585 V18 souscrit,au contrat d'assurance auto n° 585 V 18 souscrit,eval2011-39_2
au nom de 0RY Pascale (Référence client EXOXV51).,au nom de ORY Pascale (Référence client : EXOXU51).,eval2011-39_3
"Conformément aux conditions générales de vente,","Conformément aux conditions générales de vente,",eval2011-39_4
"le préavis étant de 1 mois, le contrat devrait","le préavis étant de 1 mois, le contrat devrait",eval2011-39_5
prendre fin à compter du 26 Mars 2007.,prendre fin à compter du 26 Mars 2007.,eval2011-39_6
Merci de me faire parvenir une notification,Merci de me faire parvenir une notification,eval2011-39_7
de cette résiliation.,de cette résiliation.,eval2011-39_8
"Je vous prie d'agréer, Madame, Monsieur, mes","Je vous prie d'agréer, Madame, Monsieur, mes",eval2011-39_9
Je vous prie de bien vouloir prendre acte de ma,Je vous prie de bien vouloir prendre acte de ma,eval2011-3_0
"volonté de résilier, à sa date d'échéance, soitle","volonté de résilier, à sa date d'échéance, soit le",eval2011-3_1
"18 mai 2007, le contrat d'assurance souscrit auprès de","17 mai 2007, le contrat d'assurance souscrit auprès de",eval2011-3_2
votre compagnie sous le numéro mentionné ci-dessus.,votre compagnie sous le numéro mentionné ci-dessus.,eval2011-3_3
"Je vous serais reconnaissant de me faire parvenir,","Je vous serais reconnaissant de me faire parvenir,",eval2011-3_4
"le plus rapidement possible, une notification de","le plus rapidement possible, une notification de",eval2011-3_5
résiliation.,résiliation.,eval2011-3_6
"Dans l'attente, je vous prie d'agréer, Madame, Monsieur,","Dans l'attente, je vous prie d'agréer, Madame, Monsieur,",eval2011-3_7
l'assurance de mes sentiments distingués.,l'assurance de mes sentiments distingués.,eval2011-3_8
"Liloygenne de k'attenheim depuis près de huit ans, je regrette à","Citoyenne de Waltenheim depuis près de huit ans, je regrette à",eval2011-40_0
ce jour l'augmentation du trafic rue des fartins. Dutrefois raison.,ce jour l'augmentation du trafic rue des Jardins. Autrefois raison-,eval2011-40_1
profond respect.,profond respect.,eval2011-40_10
"mablement fréquentée, ce sont aujourd'hui des dégaines de camions","nablement fréquentée, ce sont aujourd'hui des dizaines de camions",eval2011-40_2
"par heure qui y circulent ventre 44 et 23h "" . Chomme vous pouvez",par heure qui y circulent entre 7h et 23h ! Comme vous pouvez,eval2011-40_3
"l'umaginer, le bruit est éporvantablement dérangeant au quotidien.","l'imaginer, le bruit est épouvantablement dérangeant au quotidien.",eval2011-40_4
"Si je vous écris, c'est donc dans l'espoir que vous saurez prendre","Si je vous écris, c'est donc dans l'espoir que vous saurez prendre",eval2011-40_5
les mesures qui s'imposent pour contrer ce fliau sonore que nous,les mesures qui s'imposent pour contrer ce fléau sonore que nous,eval2011-40_6
"subissons, mes voisins, ma famille et moi-même.","subissons, mes voisins, ma famille et moi-même ...",eval2011-40_7
"En espérant que ma plainte soit entendue et prise en considération,","En espérant que ma plainte soit entendue et prise en considération,",eval2011-40_8
"je vous prie de croire, Monsieur le maire, en l'expression de mon","je vous prie de croire, Monsieur le maire, en l'expression de mon",eval2011-40_9
Je vous informe par la présente que lous,Je vous informe par la presente que lors,eval2011-41_0
"d'un tragêt avec mon automobilée, j'ai percuté le véhicule","d'un trajet avec mon automobile, j'ai percuté le véhicule",eval2011-41_1
ne situant divant moi. Les dégâts ne sont que matérids.,se situant devant moi. Les dégâts ne sont que matériels.,eval2011-41_2
Je vous joints le constat signé par les deux fartues.,Je vous joints le constat signé par les deux parties.,eval2011-41_3
