prediction,ground_truth,filename
"dhetection . Abe on - well , than we","detection . If we can - well , then we",m01-110-06
may be able to prouncte our,may be able to promote our own,m01-110-07
itreats . Whal those intereats,interests . What those interests,m01-110-08
"are , beyand personad secmrite ,","are , beyond personal security ,",m01-110-09
"I hanll "" clre ; bat , who knows ,","I haven't a clue ; but , who knows ,",m01-110-10
we may form the nuclems around . .,we may form the nucleus around . . .,m01-110-11
""" Now , to summmarise what # think our",""" Now , to summarize what I think our",m01-115-00
course of action should be . First to avoid the,"course of action should be . First , to avoid the",m01-115-01
"Thetans like the plague , far thay must not","Thetans like the plague , for they must not",m01-115-02
"find us out' Second , no tiead pretty norily","find us out ! Second , to tread pretty warily",m01-115-03
"among out owh people , finding out just low","among our own people , finding out just how",m01-115-04
mich freedom wne can taho with safety .,much freedom we can take with safety .,m01-115-05
"And third , to study these danned Thotans .","And third , to study these damned Thetans .",m01-115-06
We mwst learn all we con about,We must learn all we can about,m01-115-07
There is just a hope that we may uncover,There is just a hope that we may uncover,m01-121-00
"pome weakness , and find a way of figgtting","some weakness , and find a way of fighting",m01-121-01
"back at them . "" feather agreed , and suggested","back at them . "" Heather agreed , and suggested",m01-121-02
that they use Dan as a specimen demonsta-,that they use Dan as a specimen demonstra-,m01-121-03
ting how the Phetan machinations had been,ting how the Thetan machinations had been,m01-121-04
serking out . It aecuned to Stee that thts may,working out . It occurred to Steve that this may,m01-121-05
met have been entrely an objlective ouggestion,not have been entirely an objective suggestion,m01-121-06
on her part ; but he thought at a good iden,on her part ; but he thought it a good idea,m01-121-07
So they proceeded to see if the coact,So they proceeded to see if the coast,m01-125-00
was clear . The street was giet and,was clear . The street was quiet and,m01-125-01
desterted and there were neither sigh),"deserted , and there were neither sight",m01-125-02
nor sond of flying sancerss So they,nor sound of flying saucers . So they,m01-125-03
ventwed forth and made their way on,ventured forth and made their way on,m01-125-04
foot to Dar's house . Ban came,foot to Dan's house . Dan came,m01-125-05
to the door at their ring but neglected,to the door at their ring but neglected,m01-125-06
to offer any greeting . He was deeply,to offer any greeting . He was deeply,m01-125-07
"preoccupied , and it seemed that the","preoccupied , and it seemed that the",m01-125-08
Ringing of a doorbell was to hin,ringing of a doorbell was to him,m01-125-09
a new and strons phenomenon .,a new and strange phenomenon .,m01-125-10
"When he finally bechoned to them to enter , the action","When he finally beckoned to them to enter , the action",m01-131-00
gave the impression of having been thought out and,gave the impression of having been thought out and,m01-131-01
"decided upan . Inside they sat down unbiddes , while","decided upon . Inside they sat down unbidden , while",m01-131-02
Den paced the flour . He seemed completely unawae,Dan paced the floor . He seemed completely unaware,m01-131-03
"of their precence . They just stared at him , tuning","of their presence . They just stared at him , turning",m01-131-04
their heads like tenis spectators as he walked up and,their heads like tennis spectators as he walked up and,m01-131-05
His whole attitule was a mixture of,His whole attitude was a mixture of,m01-136-00
impatience peuding an audited,impatience pending an awaited,m01-136-01
communication and bf a vague,communication and of a vague,m01-136-02
perplexity respecting his siorroundings,perplexity respecting his surroundings,m01-136-03
and the puspoge he was to serve .,and the purpose he was to serve .,m01-136-04
"Finally , being so obriously on their oun g","Finally , being so obviously on their own ,",m01-136-05
Heather and Sleve tred to moka themselves,Heather and Steve tried to make themselves,m01-136-06
at home . Steve aitched on Don's,at home . Steve switched on Dan's,m01-136-07
"power ful , worlk wice radio and grstematically","powerful , world-wide radio and systematically",m01-136-08
tined the kning huo through all the,turned the tuning knob through all the,m01-136-09
tuning points of the worlells oreat ractico,tuning points of the world's great radio,m01-136-10
"They followed him to a city bous stop on Casling Aveme , where","They followed him to a city bus stop on Carling Avenue , where",m01-149-00
he waited . The lis stop was a deserted island on a empty strect .,he waited . The bus stop was a deserted island on an empty street .,m01-149-01
"But not for long , for soompedestrions and cass floched upon","But not for long , for soon pedestrians and cars flocked upon",m01-149-02
the tvenme froue its many titrnary strets . It might have,the Avenue from its many tributary streets . It might have,m01-149-03
"been a normal business-day luistle , except for two anomalies .","been a normal business-day bustle , except for two anomalies .",m01-149-04
"First , it was Sunday morning ; and , second , everyone","First , it was Sunday morning ; and , second , everyone",m01-149-05
"walked , or drove , or waited as a person possessed of","walked , or drove , or waited as a person possessed of",m01-149-06
a single all-exclusive prpore .,a single all-exclusive purpose .,m01-149-07
After a long wit a lus appeared and they,After a long wait a bus appeared and they,m01-160-00
"followed the bearing Nan abourd , taking","followed the beaming Dan aboard , taking",m01-160-01
sents some rows lehind him . Sece was,seats some rows behind him . Steve was,m01-160-02
"leginming to fnd the stereohyped , fltlish , happy","beginning to find the stereotyped , flattish , happy",m01-160-03
"fuces very dinometing ,; and loohing at",faces very disconcerting ; and looking at,m01-160-04
Wleather he tund o wetome reliet in her,Heather he found a welcome relief in her,m01-160-05
relutively lony doleful one,relatively long doleful one,m01-160-06
Thon he would go back to Pato for a finat opell of,Then he would go back to Plato for a final spell of,m02-048-00
real days and would return to Now Youk in tote,real days and would return to New York in late,m02-048-01
Jannary or early Rolonary . Angetina might be a,January or early February . Angelina might be a,m02-048-02
little sarmy if we were not back for Chisd was,little sorry if we were not back for Christmas,m02-048-03
"as arranget , but he counscled himset by","as arranged , but he consoled himself by",m02-048-04
thinking that he and Angdina would heave,thinking that he and Angelina would have,m02-048-05
Panty of time togethen in the future . And,plenty of time together in the future . And,m02-048-06
"Meaven alone knew notm , if ever , he would be","Heaven alone knew when , if ever , he would be",m02-048-07
"book on Aoon again , and abile to do","back on Moon again , and able to do",m02-048-08
roseauch at first hound into molles on wthich,research at first hand into matters on which,m02-048-09
"the futune of everyonr , including brgotia , oepente .","the future of everyone , including Angelina , depended . . .",m02-048-10
The recovery of his balance was due to the,The recovery of his balance was due to the,m02-052-00
"fact that he was liring , ielually without","fact that he was living , virtually without",m02-052-01
"escrenses , with the people to whom Moke hod","expenses , with the people to whom Moke had",m02-052-02
Pent him : Liltle people who nepareded him as,sent him : little people who regarded him as,m02-052-03
lucky to have descended from such economic allfudes .,lucky to have descended from such economic altitudes .,m02-052-04
Yom Dreyfus had a job on the machines in the secrelavind,Tom Dreyfus had a job on the machines in the Secretariat,m02-052-05
I Stamp Department ) while sally sulked of homo,( Stamp Department ) while Sally sulked at home .,m02-052-06
"They had been married for six years , but the","They had been married for six years , but the",m02-055-00
"salary raise , on the expectation of which they","salary raise , on the expectation of which they",m02-055-01
"had done so , had not malerialsed . "" Do you","had done so , had not materialised . "" Do you",m02-055-02
"lnow , I had to send bach our belroom","know , I had to send back our bedroom",m02-055-03
"forniture in the secend year , I she meaned . She","furniture in the second year , "" she moaned . She",m02-055-04
"had contaets in political cireles , a school -","had contacts in political circles , a school-",m02-055-05
fiend of hers having married Lester Peron .,"friend of hers having married Lester Peron ,",m02-055-06
a Hecrat Genator with a scat on the,a Mocrat Senator with a seat on the,m02-055-07
lliterdly t acl-powerfue lochet lecease,( literally ) all-powerful Rocket Release,m02-055-08
"Sometimes she took Hlorry around withher, but","Sometimes she took Harry around with her , but",m02-059-00
"rever her husbond , a fad he ocgpted as invitable . ""I guess","never her husband , a fact he accepted as inevitable . "" I guess",m02-059-01
"sallt made a mistake aboutme r "" he said one","Sally made a mistake about me , "" he said one",m02-059-02
"evening , when he had been feft to cock his own maal","evening , when he had been left to cook his own meal .",m02-059-03
"All sallfy 's reltions were kmakiodas mow , but Ton","All Sally's relations were 4makrodeb now , but Tom",m02-059-04
"was a Stotic Mib , the middle-incame-brocked eqrivateut","was a Static Mib , the middle-income-bracket equivalent",m02-059-05
"All aristatle was wxild at the kine , not by the proupset of the","All Aristotle was excited at the time , not by the prospect of the",m02-066-00
"U.s. Prescctend's visd , but by a great strom in the stotor-","U.S. President's visit , but by a great storm in the photo-",m02-066-01
phere of the sure . A matter which on Earth would towdly,sphere of the sun . A matter which on Earth would hardly,m02-066-02
poretare beyord the mentes of asheroners was af general,penetrate beyond the minds of astronomers was of general,m02-066-03
"istrest vitei to ""e tas , doublless beaause their habrita is","interest to the Mos , doubtless because their habitat is",m02-066-04
not subomergal benecith a des rteral atrosphere .,not submerged beneath a deep natural atmosphere .,m02-066-05
Ohse wondered if this precter awern es of the ptinical cmns might,One wondered if this greater awareness of the physical cosmos might,m02-069-00
"With lime instill the remonce which , on Eaith , matre inspires ,","with time instil the reverence which , on Earth , nature inspires ,",m02-069-01
especitly when one reffected that the rewdee over which Mr. Pron's,especially when one reflected that the rockets over which Mr. Peron's,m02-069-02
land presided had it in tir power permmnently to wasy the,Board presided had it in their power permanently to warp the,m02-069-03
"dolor syotom . Trre enough , such ulhinate weapons had not been","solar system . True enough , such ultimate weapons had not been",m02-069-04
ued in the laut tke few wars . but it seemed vry probte,"used in the last few wars , but it seemed very probable",m02-069-05
"that they would be in the teat nexf one , Aoon and her","that they would be in the next one , Moon and her",m02-069-06
allier being more inferior then foumely to l. C. D. in the,allies being more inferior than formerly to W.C.U. in the,m02-069-07
Weapons pronounced conventional,weapons pronounced conventional .,m02-069-08
Lesterwas not home yet from his formidable,Lester was not home yet from his formidable,m02-072-00
"dities and his wife , in the monner of mille-b row","duties and his wife , in the manner of middle-brow",m02-072-01
"Wives , romenced obout himein his absence . "" lester wasa","wives , romanced about him in his absence . "" Lester was a",m02-072-02
"country lauwver , and we were very smolf ficredebs werenltue ,","country lawyer , and we were very small 4microdebs , weren't we ,",m02-072-03
"Solfy "" here she had crapped hor vice in hormage to the","Sally "" - here she had dropped her voice in homage to the",m02-072-04
"economic system : that was reverenced - ""when he though","economic system : that was reverenced - "" when he thought",m02-072-05
we might get 6i0 a bit better if he entered polities .,we might get GO a bit better if he entered politics .,m02-072-06
Know how he did it ' He 's cloes on,Know how he did it ? He 's clever on,m02-075-00
the mouth-orgon . So when he visited some,the mouth-organ . So when he visited some,m02-075-01
cratertel on Tace (ours is on agriculteural,craterlet on Face ( ours is an agricultural,m02-075-02
"Boch-face area) the ery would go up ,","Back-Face area ) the cry would go up ,",m02-075-03
as soon as he had spatien a fow,as soon as he had spoken a few,m02-075-04
sentences of his goeech : ' Out the,sentences of his speech : ' Cut the,m02-075-05
"politics , lester , give us something on","politics , Lester , give us something on",m02-075-06
"That 's how he got the votes , that 's how","That 's how he got the votes , that 's how",m02-080-01
we came trough to Umakrodets -status and,we came through to 4makrodeb status and,m02-080-02
got all these tovely things'- she roved a,"got all these lovely things "" - she waved a",m02-080-03
"plump hand towards her grand pianos , etc .","plump hand towards her grand pianos , etc :",m02-080-04
"at the same time a door banged - "" but doi't","at the same time a door banged - "" but don't",m02-080-05
"say a word about it , Lester wants his","say a word about it , Lester wants his",m02-080-06
mouth-organ to be forgothen now . The time,mouth-organ to be forgotten now . The time,m02-080-07
has come for him to be taken seriously,has come for him to be taken seriously,m02-080-08
"Peron entered , a lorge man wwho had once been","Peron entered , a large man , who had once been",m02-083-00
"handsome but was now seedy-looking , a sufferer","handsome but was now seedy-looking , a sufferer",m02-083-01
from storach-olcers . In the Back-Face tacdition he,from stomach-ulcers . In the Back-Face tradition he,m02-083-02
"more , and kept on incloors , a fitty gallon hat . Hry was","wore , and kept on indoors , a fifty gallon hat . Harry was",m02-083-03
"prepared for something unpleasant , for this was","prepared for something unpleasant , for this was",m02-083-04
the Senator who had annoyed the United states,the Senator who had annoyed the United States,m02-083-05
by bragging how he had once mon a trick from,by bragging how he had once won a trick from,m02-083-06
W.C. . by threatening to loose off one of his,W.C.U. by threatening to loose off one of his,m02-083-07
rockets lan admission which would scarcely halp,rockets ( an admission which would scarcely help,m02-083-08
"bluff to succeed the next time )ard , lately , by","bluff to succeed the next time ) and , lately , by",m02-083-09
saying that if Moland-troops had to come to the aud,saying that if Mo land-troops had to come to the aid,m02-083-10
of the 0.B.O. centincent is the Aenams neciia,"of the O.G.O. contingent in the Panama region ,",m02-083-11
But privately he turned out to be as friendly as,But privately he turned out to be as friendly as,m02-087-00
"Mr. Wse the tube manwtocturar , to have the some alolescent","Mr. Wise the tube manufacturer , to have the same adolescent",m02-087-01
"openners and rahness , though perhaps not the some","openness and freshness , though perhaps not the same",m02-087-02
maturity . One pomembered that he was a famyer,maturity . One remembered that he was a lawyer,m02-087-03
"by training , and suspected tat the points he made","by training , and suspected that the points he made",m02-087-04
so sharplty in international politios were as dlstrad,so sharply in international politics were as abstract,m02-087-05
to him as those a lawyer maker in a court,to him as those a lawyer makes in a court,m02-087-06
"The motive would be the same in both cases , to","The motive would be the same in both cases , to",m02-090-00
sove this home of his in which his heat lay .,"serve this home of his , in which his heart lay .",m02-090-01
Here the rocket man's charm was lisarming . Yet,Here the rocket man's charm was disarming . Yet,m02-090-02
"when thetime come to leave , barny felt as bhe-","when the time came to leave , Harry felt as de-",m02-090-03
pressed as when he left Mre. Htalliday's office .,"pressed as when he left Mrs. Halliday's office ,",m02-090-04
exactly a month ago If een to stateemen only,exactly a month ago . If even Mo statesmen only,m02-090-05
did what they had to doto get h0 on an expan-,did what they had to do to get GO on an expan-,m02-090-06
"ding scate , and leff the sum-total of their actions ,","ding scale , and left the sum-total of their actions ,",m02-090-07
"and their hunar and earthly repercussions , to buch","and their lunar and earthly repercussions , to luck",m02-090-08
"Cor to Moke) , there was a vacuum where there should","( or to Moke ) , there was a vacuum where there should",m02-090-09
"be a centre of trust , responsible for the maintenancs ","be a centre of trust , responsible for the maintenance",m02-090-10
The political life of arintotle looked more and more,The political life of Aristotle looked more and more,m02-095-00
like a masquerade of Grimes interesh in din-,like a masquerade of business interests in dis-,m02-095-01
"quise which , far from attracting the allegiance","guise which , far from attracting the allegiance",m02-095-02
"of free men everynhere , could only repel them .","of free men everywhere , could only repel them .",m02-095-03
Then what of the oultural life ? Did this per-,Then what of the cultural life ? Did this per-,m02-095-04
haps nurture a geminely civilizing impbhe,haps nurture a genuinely civilizing impulse,m02-095-05
which migght in time ecome social lact,which might in time become social fact,m02-095-06
and counteract the obsenion with aconomics,and counteract the obsession with economics,m02-095-07
which had grown wp during the Moun's,which had grown up during the Moon's,m02-095-08
At the centre of each circle stood prsounel,At the centre of each circle stood personnel,m02-102-00
"managers of corporations , together with profeors","managers of corporations , together with professors",m02-102-01
and their filing cleskes . The studets had,and their filing clerks . The students had,m02-102-02
bought their college oducations' forward and,bought their college education forward and,m02-102-03
were now being bought forweard in the's,were now being bought forward in their,m02-102-04
tho . By cemppring persoual appearances,turn . By comparing personal appearances,m02-102-05
"with unicewsity recordl , the agents of the","with university records , the agents of the",m02-102-06
Suseses would pick an youry men,businesses would pick on young men,m02-102-07
"and women who intrested thrs , at contraef","and women who interested them , and contracts",m02-102-08
would be initialled at the enh of,would be initialled at the end of,m02-102-09
But since starting salarios would depend ongrade o,But since starting salaries would depend on grade A,m02-106-00
"or B in the finals nent May , and since matios","or B in the finals next May , and since mating",m02-106-01
"prospects would depend upon salarles , soholarshin hoo","prospects would depend upon salaries , scholarship for",m02-106-02
these fine young people was dlosely geared to,these fine young people was closely geared to,m02-106-03
"econonic and bidegical ends a which , essantially ,","economic and biological ends which , essentially ,",m02-106-04
"Were vealy means . S , seeing them verolver in","were really means . So , seeing them revolve in",m02-106-05
"circles , Many had the Peafing that Make Cor wlot ","circles , Harry had the feeling that Moke ( or what",m02-106-06
"Make consciously orunconscintly syemblised , any-","Moke consciously or unconsciously symbolised , any-",m02-106-07
way in Harry's mind ) had these splendid young,way in Harry's mind ) had these splendid young,m02-106-08
"people by the stbort haivs , and was direrting them . ","people by the short hairs , and was diverting them . . .",m02-106-09
"Steppzing out in their whihe shorts , they Los hod aougd","Stepping out in their white shorts , they looked glad enough",m02-109-00
"to be diverleal , Loweres , will the ginghe exceuption of oen","to be diverted , however , with the single exception of one",m02-109-01
rorricl iitte man-shueloot who bapt getlng out euf,worried little man-student who kept getting out of,m02-109-02
stp . He Cocstaol us of nothying Make anal his,step . He looked as if nothing Moke and his,m02-109-03
minions corlad de te dim wealeover mahie him,minions could do to him would ever make him,m02-109-04
GO 'but the reason probably loy in etomeutagy,GO ; but the reason probably lay in elementary,m02-109-05
nearosis and not in some eruption from thas a,neurosis and not in some eruption from those,m02-109-06
oleyer loyers in the humon poyeda whia ae,deeper layers in the human psyche which are,m02-109-07
"So once again the metaphysics were depressing ,","So once again the metaphysics were depressing ,",m02-112-00
and in abslute controst to the physical display .,and in absolute contrast to the physical display .,m02-112-01
"Mos have an un-American love of paracles , and","Mos have an un-American love of parades , and",m02-112-02
"these young ones , on parade for jobs which they","these young ones , on parade for jobs which they",m02-112-03
"had to get off their collage bills , were noaturally","had to get to pay off their college bills , were naturally",m02-112-04
putting their bast foot forward .,putting their best foot forward .,m02-112-05
""" Something's up , "" "" said Lord Undertone ,","' Something 's up , ' said Lord Undertone ,",m03-006-00
"carrefully casuzl . "" The servents wre all on",carefully casual . ' The servants are all on,m03-006-01
edge . . . did you notice ? And the mules,edge . . . did you notice ? And the mules,m03-006-02
"didu't seem to waut to get off the rift . """,didn't seem to want to get off the raft . ',m03-006-03
He peered as it were into the dark secretts,He peered as it were into the dark secrets,m03-006-04
"of the jungle . "" Think there's Indians",of the jungle . ' Think there 's Indians,m03-006-05
"about ? "" It was most certzinly an cerie",about ? ' It was most certainly an eerie,m03-006-06
"night , exceptionally brilliaut and strange ,","night , exceptionally brilliant and strange ,",m03-006-07
"for in the proximity of the monntzins ,","for in the proximity of the mountains ,",m03-006-08
"whose presence I could almost smell ,","whose presence I could almost smell ,",m03-006-09
"Impressive , "" Lord Undertone said , gazing coverently","' Impressive , ' Lord Undertone said , gazing reverently",m03-013-00
on the cosmic handiork . ' At those stars . But I 'sm,on the cosmic handiwork . ' All those stars . But I 'm,m03-013-01
"a bit earthbourd tonight , Trout . I 've got a gveer","a bit earthbound tonight , Trout . I 've got a queer",m03-013-02
"feeling , like I always get when something","feeling , like I always get when something",m03-013-03
semstional's going to hapen . There 's hings lurking,sensational 's going to happen . There 's things lurking,m03-013-04
"if you ask me . Aight be jagwar , might be . . .","if you ask me . Might be jaguar , might be . . .",m03-013-05
"Hope I die kind of coypored , Trout . I mean you can't","Hope I die kind of composed , Trout . I mean you can't",m03-020-00
imagine the Christian martyrs twisting and shrieking .,"imagine the Christian martyrs twisting and shrieking ,",m03-020-01
"no matter houw bad it feft , the fire you know , or a","no matter how bad it felt , the fire you know , or a",m03-020-02
"Gion muching , or arouss where it hurts most . O","lion munching , or arrows where it hurts most . Or",m03-020-03
can you . look over there . ' He pointed to the,can you . Look over there . ' He pointed to the,m03-020-04
"shoodours beyond the river . ' Something moved . """,shadows beyond the river . ' Something moved . ',m03-020-05
""" Battle -Foot , my lord . ' "" Battle Faat ? ' His lordship","' Bottle-Foot , my lord . ' ' Bottle-Foot ? ' His lordship",m03-033-00
may have thought I had beeome uubolaneed,may have thought I had become unbalanced,m03-033-01
through fear . ' A character ir Gilberto mentioned,through fear . ' A character Mr Gilberto mentioned,m03-033-02
"to ohr other dey , my lond . A being of whom","to other day , my lord . A being of whom",m03-033-03
thet forest Iudians are said to be martally,the forest Indians are said to be mortally,m03-033-04
"afsand , with a froof shaped like the heel","afraid , with a hoof shaped like the heel",m03-033-05
of a bottle . If your lordshing will exense me,of a bottle . If your lordship will excuse me,m03-033-06
"Small , repulsive creatures they mere ,","Small , repulsive creatures they were ,",m03-062-00
"with black , matted hair and striking","with black , matted hair and a striking",m03-062-01
resemblance to the shuutk heads we had,resemblance to the shrunk heads we had,m03-062-02
gaized at recently ; and I hove no,gazed at recently ; and I have no,m03-062-03
uositation in saying that they would haww,hesitation in saying that they would have,m03-062-04
mode an and of ns but for ae intervention,made an end of us but for an intervention,m03-062-05
"s unexpected , so munsual , that onfe the","so unexpected , so unusual , that only the",m03-062-06
necessity of rounding my norrative,necessity of rounding my narrative,m03-062-07
compls me to mention t .,compels me to mention it .,m03-062-08
I hade distinct impression that the,I had a distinct impression that the,m03-095-00
hut hacl recestly keen cleaned cind,hut had recently been cleaned and,m03-095-01
prepred for visiturs . Mrs Caine said,prepared for visitors . Mrs Caine said,m03-095-02
we werre to go no further uless aneh,we were to go no further unless and,m03-095-03
"until we were sent for , confirning","until we were sent for , confirming",m03-095-04
another impession that became mere,another impression that became more,m03-095-05
"and more definite , namly , that","and more definite , namely , that",m03-095-06
she wne in tuch with an invi-,she was in touch with an invi-,m03-095-07
sible source of arthority .,sible source of authority .,m03-095-08
"telly and of course trs EReptirnus , faor surely","Sally and of course Mrs Septimus , for surely",m03-110-00
Ar Deptimuw stood in the same case as,Mr Septimus stood in the same case as,m03-110-01
myself ? But was it so ? I allowed myself,myself ? But was it so ? I allowed myself,m03-110-02
"to entertain for on ustant the idea , the","to entertain for an instant the idea , the",m03-110-03
"A strange , the unwelcone , the anot","strange , the unwelcome , the almost",m03-110-04
"inconveniarcadle idea , that Ariodue's arrival","inconceivable idea , that Ariadne's arrival",m03-110-05
would be inoppostone ; and with the idea come,would be inopportune ; and with the idea came,m03-110-06
"a somewhet tulgar impuls , # which I refusred ,","a somewhat vulgar impulse , which I refused ,",m03-110-07
"to watch Mr septirmus more closely , hrs","to watch Mr Septimus more closely , Mrs",m03-110-08
Caine too and Ar Gilberto who would . . .,Caine too and Mr Gilberto who would . . .,m03-110-09
But all three were to the casuall,But all three were to the casual,m03-114-00
oservation I permitted myself unriffled ;,observation I permitted myself unruffled ;,m03-114-01
Mr Septimus reserved and certainly very,Mr Septimus reserved and certainly very,m03-114-02
"thoughtful , but that was his habit . Indeed","thoughtful , but that was his habit . Indeed",m03-114-03
we were all Invaded by a most tranqur l,we were all invaded by a most tranquil,m03-114-04
"mood . Even the Indion servants relased , knowing ,","mood . Even the Indian servants relaxed , knowing ,",m03-114-05
"so ir Galberto told us , that the wild and","so Mr Gilberto told us , that the wild and",m03-114-06
savage tibes never approached this region : at,savage tribes never approached this region : at,m03-114-07
any rate hey remained with no  perhaps,"any rate they remained with us , perhaps",m03-114-08
"for such protection as our presence , or 1rs","for such protection as our presence , or Mrs",m03-114-09
But after what Mss Conhe had ardid it was never,But after what Mrs Caine had said it was never,m03-118-00
far from ourminds that at any mament we were,far from our minds that at any moment we were,m03-118-01
to recerive a summans . is coned sse that fr Sephtns,to receive a summons . I could see that Mr Septimus,m03-118-02
"was impatient far it . Teis affernoon , ten , wechiubed","was impatient for it . This afternoon , then , we climbed",m03-118-03
"a promentary , a mass of clean rod cronsed with","a promontory , a mass of clean rock crowned with",m03-118-04
"trees and busces , thhat stood weee ant over the eace .","trees and bushes , that stood well out over the lake .",m03-118-05
NOOVE has evir satisfaclorily oxplaned how a,NO ONE has ever satisfactorily explained how a,m04-000-00
single-deoder Welsh hus could have got itsilf,single-decker Welsh bus could have got,m04-000-01
into orbit . Shooting up over the puss a but,itself into orbit . Shooting up over the pass a bit,m04-000-02
"too carefuue , and brcoming alrbornn ?","too carefree , and becoming airborne ?",m04-000-03
Caught bya sudden gust of wind ? A,Caught by a sudden gust of wind ? A,m04-000-04
combination of the thro ? No our strms,combination of the two ? No one seems,m04-000-05
"to know , But M. fact vemains that got",to know . But the fact remains that get,m04-000-06
